#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 10,Genome 11,Genome 12,Genome 13,Genome 14,Genome 15,Genome 16,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9
870670,accessory,13,1,,,,,,,,,1,,,,,,,,
870670,accessory,14,1,,,,,,,,,1,,,,,,,,
870670,accessory,15,1,,,,,,,,,1,,,,,,,,
870670,accessory,16,1,,,,,,,,,1,,,,,,,,
870670,accessory,3,1,,,,,,,,,1,,,,,,,,
870670,accessory,4,1,,,,,,,,,1,,,,,,,,
870670,accessory,5,1,,,,,,,,,1,,,,,,,,
870670,accessory,6,1,,,,,,,,,1,,,,,,,,
870670,accessory,7,1,,,,,,,,,1,,,,,,,,
870670,accessory,8,1,,,,,,,,,1,,,,,,,,
870670,accessory,9,1,,,,,,,,,1,,,,,,,,
870671,accessory,1,1,,,,1,1,,,,1,1,1,1,,,,,
870671,accessory,10,1,,,,1,1,,,,1,1,1,1,,,,,
870671,accessory,11,1,,,,1,1,,,,1,1,1,1,,,,,
870671,accessory,14,1,,,,1,1,,,,1,1,1,1,,,,,
870671,accessory,15,1,,,,1,1,,,,1,1,1,1,,,,,
870671,accessory,16,1,,,,1,1,,,,1,1,1,1,,,,,
870671,accessory,6,1,,,,1,1,,,,1,1,1,1,,,,,
870671,accessory,7,1,,,,1,1,,,,1,1,1,1,,,,,
870671,accessory,8,1,,,,1,1,,,,1,1,1,1,,,,,
870671,accessory,9,1,,,,1,1,,,,1,1,1,1,,,,,
870672,accessory,12,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,,
870672,accessory,6,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,,
870672,accessory,7,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,,
870672,accessory,9,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,,
870673,accessory,11,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,
870673,accessory,7,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,
870676,accessory,1,1,,,,,,,,,1,,,,,,,,
870676,accessory,10,1,,,,,,,,,1,,,,,,,,
870676,accessory,11,1,,,,,,,,,1,,,,,,,,
870676,accessory,12,1,,,,,,,,,1,,,,,,,,
870676,accessory,13,1,,,,,,,,,1,,,,,,,,
870676,accessory,14,1,,,,,,,,,1,,,,,,,,
870676,accessory,15,1,,,,,,,,,1,,,,,,,,
870676,accessory,16,1,,,,,,,,,1,,,,,,,,
870676,accessory,3,1,,,,,,,,,1,,,,,,,,
870676,accessory,4,1,,,,,,,,,1,,,,,,,,
870676,accessory,5,1,,,,,,,,,1,,,,,,,,
870676,accessory,6,1,,,,,,,,,1,,,,,,,,
870676,accessory,7,1,,,,,,,,,1,,,,,,,,
870676,accessory,8,1,,,,,,,,,1,,,,,,,,
870676,accessory,9,1,,,,,,,,,1,,,,,,,,
870677,accessory,1,2,,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,
870678,accessory,1,1,,,,1,1,1,1,,1,1,1,1,1,,1,,
870678,accessory,10,1,,,,1,1,1,1,,1,1,1,1,1,,1,,
870678,accessory,11,1,,,,1,1,1,1,,1,1,1,1,1,,1,,
870678,accessory,16,1,,,,1,1,1,1,,1,1,1,1,1,,1,,
870678,accessory,7,1,,,,1,1,1,1,,1,1,1,1,1,,1,,
870678,accessory,9,1,,,,1,1,1,1,,1,1,1,1,1,,1,,
870679,accessory,1,1,,,,1,1,1,,1,1,1,1,1,1,,1,1,
870679,accessory,10,1,,,,1,1,1,,1,1,1,1,1,1,,1,1,
870679,accessory,11,1,,,,1,1,1,,1,1,1,1,1,1,,1,1,
870679,accessory,15,1,,,,1,1,1,,1,1,1,1,1,1,,1,1,
870679,accessory,7,1,,,,1,1,1,,1,1,1,1,1,1,,1,1,
870680,accessory,13,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,
870680,accessory,3,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,
870680,accessory,4,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,
870681,accessory,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,
870681,accessory,11,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,
870682,accessory,6,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,
870682,accessory,9,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,
870683,accessory,4,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,
870683,accessory,8,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,
870687,accessory,1,2,,2,1,2,2,2,,2,2,2,2,1,2,2,2,2,
870687,accessory,15,2,,2,1,2,2,2,,2,2,2,2,1,2,2,2,2,
870688,accessory,1,1,,1,,,,,,,1,1,,,,,1,1,
870688,accessory,11,1,,1,,,,,,,1,1,,,,,1,1,
870688,accessory,12,1,,1,,,,,,,1,1,,,,,1,1,
870688,accessory,13,1,,1,,,,,,,1,1,,,,,1,1,
870688,accessory,14,1,,1,,,,,,,1,1,,,,,1,1,
870688,accessory,15,1,,1,,,,,,,1,1,,,,,1,1,
870688,accessory,16,1,,1,,,,,,,1,1,,,,,1,1,
870688,accessory,4,1,,1,,,,,,,1,1,,,,,1,1,
870688,accessory,5,1,,1,,,,,,,1,1,,,,,1,1,
870688,accessory,6,1,,1,,,,,,,1,1,,,,,1,1,
870688,accessory,7,1,,1,,,,,,,1,1,,,,,1,1,
870689,accessory,10,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,,
870689,accessory,6,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,,
870689,accessory,8,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,,
870689,accessory,9,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,,
870692,core,2,2,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,
870693,accessory,1,1,,,,1,,,,,1,1,,,,1,,,
870693,accessory,10,1,,,,1,,,,,1,1,,,,1,,,
870693,accessory,11,1,,,,1,,,,,1,1,,,,1,,,
870693,accessory,13,1,,,,1,,,,,1,1,,,,1,,,
870693,accessory,14,1,,,,1,,,,,1,1,,,,1,,,
870693,accessory,15,1,,,,1,,,,,1,1,,,,1,,,
870693,accessory,16,1,,,,1,,,,,1,1,,,,1,,,
870693,accessory,4,1,,,,1,,,,,1,1,,,,1,,,
870693,accessory,5,1,,,,1,,,,,1,1,,,,1,,,
870693,accessory,6,1,,,,1,,,,,1,1,,,,1,,,
870693,accessory,8,1,,,,1,,,,,1,1,,,,1,,,
870693,accessory,9,1,,,,1,,,,,1,1,,,,1,,,
870694,accessory,12,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,
870694,accessory,13,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,
870694,accessory,7,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,
870695,accessory,1,1,,,,,,,,,1,,,,,,,,
870695,accessory,10,1,,,,,,,,,1,,,,,,,,
870695,accessory,11,1,,,,,,,,,1,,,,,,,,
870695,accessory,12,1,,,,,,,,,1,,,,,,,,
870695,accessory,13,1,,,,,,,,,1,,,,,,,,
870695,accessory,14,1,,,,,,,,,1,,,,,,,,
870695,accessory,15,1,,,,,,,,,1,,,,,,,,
870695,accessory,16,1,,,,,,,,,1,,,,,,,,
870695,accessory,3,1,,,,,,,,,1,,,,,,,,
870695,accessory,4,1,,,,,,,,,1,,,,,,,,
870695,accessory,5,1,,,,,,,,,1,,,,,,,,
870695,accessory,6,1,,,,,,,,,1,,,,,,,,
870695,accessory,7,1,,,,,,,,,1,,,,,,,,
870695,accessory,8,1,,,,,,,,,1,,,,,,,,
870695,accessory,9,1,,,,,,,,,1,,,,,,,,
870696,accessory,1,1,,,,,,,,,1,,1,,,,,,
870696,accessory,10,1,,,,,,,,,1,,1,,,,,,
870696,accessory,11,1,,,,,,,,,1,,1,,,,,,
870696,accessory,12,1,,,,,,,,,1,,1,,,,,,
870696,accessory,13,1,,,,,,,,,1,,1,,,,,,
870696,accessory,14,1,,,,,,,,,1,,1,,,,,,
870696,accessory,15,1,,,,,,,,,1,,1,,,,,,
870696,accessory,16,1,,,,,,,,,1,,1,,,,,,
870696,accessory,3,1,,,,,,,,,1,,1,,,,,,
870696,accessory,5,1,,,,,,,,,1,,1,,,,,,
870696,accessory,6,1,,,,,,,,,1,,1,,,,,,
870696,accessory,7,1,,,,,,,,,1,,1,,,,,,
870696,accessory,8,1,,,,,,,,,1,,1,,,,,,
870696,accessory,9,1,,,,,,,,,1,,1,,,,,,
870698,core,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,
870699,accessory,10,1,1,,,1,1,1,,1,1,1,1,,,,1,1,
870699,accessory,11,1,1,,,1,1,1,,1,1,1,1,,,,1,1,
870699,accessory,15,1,1,,,1,1,1,,1,1,1,1,,,,1,1,
870699,accessory,5,1,1,,,1,1,1,,1,1,1,1,,,,1,1,
870699,accessory,6,1,1,,,1,1,1,,1,1,1,1,,,,1,1,
870699,accessory,7,1,1,,,1,1,1,,1,1,1,1,,,,1,1,
870700,accessory,1,1,,,1,1,,1,1,1,1,1,1,,1,,1,1,
870700,accessory,10,1,,,1,1,,1,1,1,1,1,1,,1,,1,1,
870700,accessory,13,1,,,1,1,,1,1,1,1,1,1,,1,,1,1,
870700,accessory,5,1,,,1,1,,1,1,1,1,1,1,,1,,1,1,
870700,accessory,7,1,,,1,1,,1,1,1,1,1,1,,1,,1,1,
870701,accessory,11,1,1,1,,,1,,1,1,1,1,1,1,,1,1,,
870701,accessory,12,1,1,1,,,1,,1,1,1,1,1,1,,1,1,,
870701,accessory,14,1,1,1,,,1,,1,1,1,1,1,1,,1,1,,
870701,accessory,6,1,1,1,,,1,,1,1,1,1,1,1,,1,1,,
870701,accessory,9,1,1,1,,,1,,1,1,1,1,1,1,,1,1,,
870702,accessory,12,1,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,
870702,accessory,16,1,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,
870702,accessory,6,1,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,
870703,accessory,1,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,
870703,accessory,13,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,
870703,accessory,16,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,
870704,accessory,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,
870704,accessory,7,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,
870705,accessory,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
870705,accessory,15,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
870706,accessory,15,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,
870706,accessory,4,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,
870709,accessory,1,1,,,,,,,,,1,,,,,,,,
870709,accessory,10,1,,,,,,,,,1,,,,,,,,
870709,accessory,11,1,,,,,,,,,1,,,,,,,,
870709,accessory,12,1,,,,,,,,,1,,,,,,,,
870709,accessory,13,1,,,,,,,,,1,,,,,,,,
870709,accessory,14,1,,,,,,,,,1,,,,,,,,
870709,accessory,15,1,,,,,,,,,1,,,,,,,,
870709,accessory,16,1,,,,,,,,,1,,,,,,,,
870709,accessory,3,1,,,,,,,,,1,,,,,,,,
870709,accessory,4,1,,,,,,,,,1,,,,,,,,
870709,accessory,5,1,,,,,,,,,1,,,,,,,,
870709,accessory,6,1,,,,,,,,,1,,,,,,,,
870709,accessory,7,1,,,,,,,,,1,,,,,,,,
870709,accessory,8,1,,,,,,,,,1,,,,,,,,
870709,accessory,9,1,,,,,,,,,1,,,,,,,,
870710,core,1,3,,,,,,,,,2,,,,,,,,
870710,core,10,3,,,,,,,,,2,,,,,,,,
870710,core,11,3,,,,,,,,,2,,,,,,,,
870710,core,12,3,,,,,,,,,2,,,,,,,,
870710,core,13,3,,,,,,,,,2,,,,,,,,
870710,core,14,3,,,,,,,,,2,,,,,,,,
870710,core,15,3,,,,,,,,,2,,,,,,,,
870710,core,16,3,,,,,,,,,2,,,,,,,,
870710,core,3,3,,,,,,,,,2,,,,,,,,
870710,core,4,3,,,,,,,,,2,,,,,,,,
870710,core,5,3,,,,,,,,,2,,,,,,,,
870710,core,6,3,,,,,,,,,2,,,,,,,,
870710,core,7,3,,,,,,,,,2,,,,,,,,
870710,core,8,3,,,,,,,,,2,,,,,,,,
870710,core,9,3,,,,,,,,,2,,,,,,,,
870712,accessory,1,1,,,,,,,,,1,,,,,,,,
870712,accessory,10,1,,,,,,,,,1,,,,,,,,
870712,accessory,11,1,,,,,,,,,1,,,,,,,,
870712,accessory,12,1,,,,,,,,,1,,,,,,,,
870712,accessory,13,1,,,,,,,,,1,,,,,,,,
870712,accessory,14,1,,,,,,,,,1,,,,,,,,
870712,accessory,15,1,,,,,,,,,1,,,,,,,,
870712,accessory,16,1,,,,,,,,,1,,,,,,,,
870712,accessory,3,1,,,,,,,,,1,,,,,,,,
870712,accessory,4,1,,,,,,,,,1,,,,,,,,
870712,accessory,5,1,,,,,,,,,1,,,,,,,,
870712,accessory,6,1,,,,,,,,,1,,,,,,,,
870712,accessory,7,1,,,,,,,,,1,,,,,,,,
870712,accessory,8,1,,,,,,,,,1,,,,,,,,
870712,accessory,9,1,,,,,,,,,1,,,,,,,,
870713,core,10,4,1,,1,,1,1,1,1,3,1,1,1,1,1,1,1,
870713,core,12,4,1,,1,,1,1,1,1,3,1,1,1,1,1,1,1,
870714,accessory,1,1,,,,,,,,,1,,,,,,,,
870714,accessory,10,1,,,,,,,,,1,,,,,,,,
870714,accessory,11,1,,,,,,,,,1,,,,,,,,
870714,accessory,12,1,,,,,,,,,1,,,,,,,,
870714,accessory,13,1,,,,,,,,,1,,,,,,,,
870714,accessory,14,1,,,,,,,,,1,,,,,,,,
870714,accessory,15,1,,,,,,,,,1,,,,,,,,
870714,accessory,16,1,,,,,,,,,1,,,,,,,,
870714,accessory,3,1,,,,,,,,,1,,,,,,,,
870714,accessory,4,1,,,,,,,,,1,,,,,,,,
870714,accessory,5,1,,,,,,,,,1,,,,,,,,
870714,accessory,6,1,,,,,,,,,1,,,,,,,,
870714,accessory,7,1,,,,,,,,,1,,,,,,,,
870714,accessory,8,1,,,,,,,,,1,,,,,,,,
870714,accessory,9,1,,,,,,,,,1,,,,,,,,
870715,accessory,1,1,,,,,,,,,1,,1,1,1,,1,,
870715,accessory,10,1,,,,,,,,,1,,1,1,1,,1,,
870715,accessory,11,1,,,,,,,,,1,,1,1,1,,1,,
870715,accessory,12,1,,,,,,,,,1,,1,1,1,,1,,
870715,accessory,13,1,,,,,,,,,1,,1,1,1,,1,,
870715,accessory,14,1,,,,,,,,,1,,1,1,1,,1,,
870715,accessory,15,1,,,,,,,,,1,,1,1,1,,1,,
870715,accessory,16,1,,,,,,,,,1,,1,1,1,,1,,
870715,accessory,3,1,,,,,,,,,1,,1,1,1,,1,,
870715,accessory,7,1,,,,,,,,,1,,1,1,1,,1,,
870715,accessory,9,1,,,,,,,,,1,,1,1,1,,1,,
870716,accessory,2,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,
870716,accessory,6,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,
870717,accessory,5,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
870717,accessory,8,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,
870718,accessory,14,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,
870718,accessory,8,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,
870719,accessory,1,1,,1,1,1,1,1,,1,1,1,1,1,,,1,,
870719,accessory,15,1,,1,1,1,1,1,,1,1,1,1,1,,,1,,
870719,accessory,6,1,,1,1,1,1,1,,1,1,1,1,1,,,1,,
870719,accessory,7,1,,1,1,1,1,1,,1,1,1,1,1,,,1,,
870719,accessory,9,1,,1,1,1,1,1,,1,1,1,1,1,,,1,,
870720,accessory,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,
870720,accessory,16,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,
870721,accessory,1,1,,,,,,,,,1,,,,,,,,
870721,accessory,10,1,,,,,,,,,1,,,,,,,,
870721,accessory,11,1,,,,,,,,,1,,,,,,,,
870721,accessory,12,1,,,,,,,,,1,,,,,,,,
870721,accessory,13,1,,,,,,,,,1,,,,,,,,
870721,accessory,14,1,,,,,,,,,1,,,,,,,,
870721,accessory,15,1,,,,,,,,,1,,,,,,,,
870721,accessory,16,1,,,,,,,,,1,,,,,,,,
870721,accessory,3,1,,,,,,,,,1,,,,,,,,
870721,accessory,4,1,,,,,,,,,1,,,,,,,,
870721,accessory,5,1,,,,,,,,,1,,,,,,,,
870721,accessory,6,1,,,,,,,,,1,,,,,,,,
870721,accessory,7,1,,,,,,,,,1,,,,,,,,
870721,accessory,8,1,,,,,,,,,1,,,,,,,,
870721,accessory,9,1,,,,,,,,,1,,,,,,,,
870722,accessory,1,1,,,,,,,,,1,,,,,,,,
870722,accessory,10,1,,,,,,,,,1,,,,,,,,
870722,accessory,11,1,,,,,,,,,1,,,,,,,,
870722,accessory,12,1,,,,,,,,,1,,,,,,,,
870722,accessory,13,1,,,,,,,,,1,,,,,,,,
870722,accessory,14,1,,,,,,,,,1,,,,,,,,
870722,accessory,15,1,,,,,,,,,1,,,,,,,,
870722,accessory,16,1,,,,,,,,,1,,,,,,,,
870722,accessory,3,1,,,,,,,,,1,,,,,,,,
870722,accessory,4,1,,,,,,,,,1,,,,,,,,
870722,accessory,5,1,,,,,,,,,1,,,,,,,,
870722,accessory,6,1,,,,,,,,,1,,,,,,,,
870722,accessory,7,1,,,,,,,,,1,,,,,,,,
870722,accessory,8,1,,,,,,,,,1,,,,,,,,
870722,accessory,9,1,,,,,,,,,1,,,,,,,,
870723,core,1,3,,,,,1,1,,,1,,,,,,,,
870723,core,10,3,,,,,1,1,,,1,,,,,,,,
870723,core,11,3,,,,,1,1,,,1,,,,,,,,
870723,core,12,3,,,,,1,1,,,1,,,,,,,,
870723,core,15,3,,,,,1,1,,,1,,,,,,,,
870723,core,16,3,,,,,1,1,,,1,,,,,,,,
870723,core,3,3,,,,,1,1,,,1,,,,,,,,
870723,core,4,3,,,,,1,1,,,1,,,,,,,,
870723,core,5,3,,,,,1,1,,,1,,,,,,,,
870723,core,6,3,,,,,1,1,,,1,,,,,,,,
870723,core,7,3,,,,,1,1,,,1,,,,,,,,
870723,core,8,3,,,,,1,1,,,1,,,,,,,,
870723,core,9,3,,,,,1,1,,,1,,,,,,,,
870724,accessory,12,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,
870724,accessory,13,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,
870724,accessory,9,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,
870725,accessory,13,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,
870725,accessory,14,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,
870727,accessory,6,2,1,1,1,1,1,1,1,1,2,1,1,1,,1,1,1,
870728,accessory,1,1,,,,,,,,1,,,1,,,,,,
870728,accessory,10,1,,,,,,,,1,,,1,,,,,,
870728,accessory,11,1,,,,,,,,1,,,1,,,,,,
870728,accessory,12,1,,,,,,,,1,,,1,,,,,,
870728,accessory,13,1,,,,,,,,1,,,1,,,,,,
870728,accessory,14,1,,,,,,,,1,,,1,,,,,,
870728,accessory,15,1,,,,,,,,1,,,1,,,,,,
870728,accessory,2,1,,,,,,,,1,,,1,,,,,,
870728,accessory,3,1,,,,,,,,1,,,1,,,,,,
870728,accessory,5,1,,,,,,,,1,,,1,,,,,,
870728,accessory,6,1,,,,,,,,1,,,1,,,,,,
870728,accessory,7,1,,,,,,,,1,,,1,,,,,,
870728,accessory,8,1,,,,,,,,1,,,1,,,,,,
870728,accessory,9,1,,,,,,,,1,,,1,,,,,,
870729,accessory,1,1,,,1,,,,,,1,,,,,,,,
870729,accessory,10,1,,,1,,,,,,1,,,,,,,,
870729,accessory,12,1,,,1,,,,,,1,,,,,,,,
870729,accessory,13,1,,,1,,,,,,1,,,,,,,,
870729,accessory,14,1,,,1,,,,,,1,,,,,,,,
870729,accessory,15,1,,,1,,,,,,1,,,,,,,,
870729,accessory,16,1,,,1,,,,,,1,,,,,,,,
870729,accessory,3,1,,,1,,,,,,1,,,,,,,,
870729,accessory,4,1,,,1,,,,,,1,,,,,,,,
870729,accessory,5,1,,,1,,,,,,1,,,,,,,,
870729,accessory,6,1,,,1,,,,,,1,,,,,,,,
870729,accessory,7,1,,,1,,,,,,1,,,,,,,,
870729,accessory,8,1,,,1,,,,,,1,,,,,,,,
870729,accessory,9,1,,,1,,,,,,1,,,,,,,,
870730,accessory,1,1,,1,1,1,,,,,1,1,,,1,1,,,
870730,accessory,13,1,,1,1,1,,,,,1,1,,,1,1,,,
870730,accessory,14,1,,1,1,1,,,,,1,1,,,1,1,,,
870730,accessory,15,1,,1,1,1,,,,,1,1,,,1,1,,,
870730,accessory,16,1,,1,1,1,,,,,1,1,,,1,1,,,
870730,accessory,4,1,,1,1,1,,,,,1,1,,,1,1,,,
870730,accessory,5,1,,1,1,1,,,,,1,1,,,1,1,,,
870730,accessory,8,1,,1,1,1,,,,,1,1,,,1,1,,,
870730,accessory,9,1,,1,1,1,,,,,1,1,,,1,1,,,
870731,accessory,10,1,1,,,1,,1,,,1,1,1,,1,1,,,
870731,accessory,11,1,1,,,1,,1,,,1,1,1,,1,1,,,
870731,accessory,13,1,1,,,1,,1,,,1,1,1,,1,1,,,
870731,accessory,15,1,1,,,1,,1,,,1,1,1,,1,1,,,
870731,accessory,16,1,1,,,1,,1,,,1,1,1,,1,1,,,
870731,accessory,5,1,1,,,1,,1,,,1,1,1,,1,1,,,
870731,accessory,8,1,1,,,1,,1,,,1,1,1,,1,1,,,
870731,accessory,9,1,1,,,1,,1,,,1,1,1,,1,1,,,
870732,accessory,12,1,1,1,1,,1,,1,1,1,,1,1,,,1,1,
870732,accessory,14,1,1,1,1,,1,,1,1,1,,1,1,,,1,1,
870732,accessory,3,1,1,1,1,,1,,1,1,1,,1,1,,,1,1,
870732,accessory,6,1,1,1,1,,1,,1,1,1,,1,1,,,1,1,
870732,accessory,7,1,1,1,1,,1,,1,1,1,,1,1,,,1,1,
870735,accessory,1,1,,,,,,,,,1,,,,,,,,
870735,accessory,10,1,,,,,,,,,1,,,,,,,,
870735,accessory,11,1,,,,,,,,,1,,,,,,,,
870735,accessory,12,1,,,,,,,,,1,,,,,,,,
870735,accessory,13,1,,,,,,,,,1,,,,,,,,
870735,accessory,14,1,,,,,,,,,1,,,,,,,,
870735,accessory,15,1,,,,,,,,,1,,,,,,,,
870735,accessory,16,1,,,,,,,,,1,,,,,,,,
870735,accessory,3,1,,,,,,,,,1,,,,,,,,
870735,accessory,4,1,,,,,,,,,1,,,,,,,,
870735,accessory,5,1,,,,,,,,,1,,,,,,,,
870735,accessory,6,1,,,,,,,,,1,,,,,,,,
870735,accessory,7,1,,,,,,,,,1,,,,,,,,
870735,accessory,8,1,,,,,,,,,1,,,,,,,,
870735,accessory,9,1,,,,,,,,,1,,,,,,,,
870737,accessory,1,1,,,,,,,,,1,,,,,,,,
870737,accessory,10,1,,,,,,,,,1,,,,,,,,
870737,accessory,11,1,,,,,,,,,1,,,,,,,,
870737,accessory,12,1,,,,,,,,,1,,,,,,,,
870737,accessory,13,1,,,,,,,,,1,,,,,,,,
870737,accessory,14,1,,,,,,,,,1,,,,,,,,
870737,accessory,15,1,,,,,,,,,1,,,,,,,,
870737,accessory,16,1,,,,,,,,,1,,,,,,,,
870737,accessory,3,1,,,,,,,,,1,,,,,,,,
870737,accessory,4,1,,,,,,,,,1,,,,,,,,
870737,accessory,5,1,,,,,,,,,1,,,,,,,,
870737,accessory,6,1,,,,,,,,,1,,,,,,,,
870737,accessory,7,1,,,,,,,,,1,,,,,,,,
870737,accessory,8,1,,,,,,,,,1,,,,,,,,
870737,accessory,9,1,,,,,,,,,1,,,,,,,,
870738,accessory,1,1,,,,,,,,,1,1,,,,,,,
870738,accessory,10,1,,,,,,,,,1,1,,,,,,,
870738,accessory,11,1,,,,,,,,,1,1,,,,,,,
870738,accessory,12,1,,,,,,,,,1,1,,,,,,,
870738,accessory,13,1,,,,,,,,,1,1,,,,,,,
870738,accessory,14,1,,,,,,,,,1,1,,,,,,,
870738,accessory,15,1,,,,,,,,,1,1,,,,,,,
870738,accessory,16,1,,,,,,,,,1,1,,,,,,,
870738,accessory,4,1,,,,,,,,,1,1,,,,,,,
870738,accessory,5,1,,,,,,,,,1,1,,,,,,,
870738,accessory,6,1,,,,,,,,,1,1,,,,,,,
870738,accessory,7,1,,,,,,,,,1,1,,,,,,,
870738,accessory,8,1,,,,,,,,,1,1,,,,,,,
870738,accessory,9,1,,,,,,,,,1,1,,,,,,,
870739,accessory,15,3,2,2,1,2,2,2,,2,3,2,2,,,2,,2,
870739,accessory,5,3,2,2,1,2,2,2,,2,3,2,2,,,2,,2,
870739,accessory,6,3,2,2,1,2,2,2,,2,3,2,2,,,2,,2,
870739,accessory,8,3,2,2,1,2,2,2,,2,3,2,2,,,2,,2,
870740,accessory,1,1,,,,,,,,,1,,,,,,,,
870740,accessory,10,1,,,,,,,,,1,,,,,,,,
870740,accessory,11,1,,,,,,,,,1,,,,,,,,
870740,accessory,12,1,,,,,,,,,1,,,,,,,,
870740,accessory,13,1,,,,,,,,,1,,,,,,,,
870740,accessory,14,1,,,,,,,,,1,,,,,,,,
870740,accessory,15,1,,,,,,,,,1,,,,,,,,
870740,accessory,16,1,,,,,,,,,1,,,,,,,,
870740,accessory,3,1,,,,,,,,,1,,,,,,,,
870740,accessory,4,1,,,,,,,,,1,,,,,,,,
870740,accessory,5,1,,,,,,,,,1,,,,,,,,
870740,accessory,6,1,,,,,,,,,1,,,,,,,,
870740,accessory,7,1,,,,,,,,,1,,,,,,,,
870740,accessory,8,1,,,,,,,,,1,,,,,,,,
870740,accessory,9,1,,,,,,,,,1,,,,,,,,
870741,accessory,4,3,2,3,3,3,3,3,2,3,3,3,,3,2,3,3,3,
870742,accessory,11,1,1,1,,1,1,,,1,1,1,1,1,,1,1,1,
870742,accessory,14,1,1,1,,1,1,,,1,1,1,1,1,,1,1,1,
870742,accessory,15,1,1,1,,1,1,,,1,1,1,1,1,,1,1,1,
870742,accessory,6,1,1,1,,1,1,,,1,1,1,1,1,,1,1,1,
870743,accessory,16,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,
870743,accessory,2,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,
870744,accessory,1,1,,,,,,,,,1,,,,,,,,
870744,accessory,10,1,,,,,,,,,1,,,,,,,,
870744,accessory,11,1,,,,,,,,,1,,,,,,,,
870744,accessory,12,1,,,,,,,,,1,,,,,,,,
870744,accessory,13,1,,,,,,,,,1,,,,,,,,
870744,accessory,14,1,,,,,,,,,1,,,,,,,,
870744,accessory,15,1,,,,,,,,,1,,,,,,,,
870744,accessory,16,1,,,,,,,,,1,,,,,,,,
870744,accessory,3,1,,,,,,,,,1,,,,,,,,
870744,accessory,4,1,,,,,,,,,1,,,,,,,,
870744,accessory,5,1,,,,,,,,,1,,,,,,,,
870744,accessory,6,1,,,,,,,,,1,,,,,,,,
870744,accessory,7,1,,,,,,,,,1,,,,,,,,
870744,accessory,8,1,,,,,,,,,1,,,,,,,,
870744,accessory,9,1,,,,,,,,,1,,,,,,,,
870745,core,12,3,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,
870745,core,4,3,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,
